year,time,Temp,Hum,spd,windmag,dir
2014,100,61.862,90.1,3.6478464,8.044,179.7
2014,200,61.25,89.9,3.60403648,7.945,178.2
2014,300,60.638,90.5,3.37649312,7.461,180.5
2014,400,59.99,92,3.33134208,7.354,178
2014,500,58.946,94.9,4.3228768,9.531,169.5
2014,600,58.928,95.9,4.56517248,10.055,170.7
2014,700,61.106,94.4,4.85843072,10.696,177.4
2014,800,64.904,87.4,5.68768992,12.49,181.9
2014,900,65.354,87.2,6.24157248,13.698,183.7
2014,1000,66.974,85.6,6.87145184,15.062,189.2
2014,1100,69.224,83.1,5.85980032,12.73,182.7
2014,1200,70.034,82.5,4.83160832,10.508,196.9
2014,1300,73.796,77.2,4.54103232,9.804,190.8
2014,1400,77.216,72.1,5.35732736,11.614,177.4
2014,1500,77.558,72.8,5.99212416,13.005,169.8
2014,1600,77.324,73.6,5.55357792,12.125,172.8
2014,1700,76.73,74.5,5.44226496,11.903,177
2014,1800,76.298,76.9,4.5531024,9.943,173.2
2014,1900,75.938,78.5,3.09306976,6.772,155
2014,2000,73.436,83.5,2.5324816,5.468,133.7
2014,2100,70.286,90.9,3.70327936,8.138,129.9
2014,2200,68.792,93.5,3.81906272,8.389,136.3
2014,2300,67.406,96,4.86781856,10.732,145.6
2014,2400,66.506,95.7,4.49230496,9.896,147.9
2014,100,65.894,95,3.92858752,8.631,154.1
2014,200,65.264,95.3,3.9361872,8.655,158.2
2014,300,64.148,96.6,4.46503552,9.822,166
2014,400,63.536,96.9,4.77841056,10.526,172.6
2014,500,62.888,97.8,3.99966688,8.79,169.2
2014,600,62.726,98.1,4.02246592,8.823,164
2014,700,64.67,96,4.0255952,8.844,164.4
2014,800,67.856,90,4.23659808,9.292,169
2014,900,70.862,84.5,4.53119744,9.854,166.9
2014,1000,72.374,82.1,4.52136256,9.825,156.4
2014,1100,73.94,80.6,5.19102848,10.92,159.4
2014,1200,75.2,79.8,5.1119024,11.012,173.4
2014,1300,77.99,77,5.03903488,10.983,166.3
2014,1400,81.482,73,4.39797952,9.594,161.8
2014,1500,83.282,70.1,4.44313056,9.661,176.5
2014,1600,84.668,68.46,4.75963488,10.391,181
2014,1700,84.812,68.45,5.15124192,11.296,180.6
2014,1800,84.65,69.98,4.17580064,9.137,187.2
2014,1900,83.678,73.6,2.53158752,5.557,169.1
2014,2000,80.582,81.1,2.31611424,5.094,160.9
2014,2100,78.728,83.9,2.78684736,6.129,173.9
2014,2200,77.054,85.8,2.7336496,6.03,178.4
2014,2300,75.866,87.6,2.50431808,5.548,182.4
2014,2400,74.678,88.8,2.49850656,5.531,191.5
2014,100,73.67,90.6,2.78461216,6.037,221
2014,200,73.148,91.7,3.65589312,6.716,248.6
2014,300,72.95,92.4,3.14224416,6.729,258.3
2014,400,72.608,93.2,3.8132512,8.024,287.9
2014,500,71.546,95.5,5.8048144,12.331,336.5
2014,600,70.88,96.8,4.80478592,10.324,353.4
2014,700,71.6,96.1,3.196336,6.738,25.87
2014,800,73.922,92.8,2.46050816,4.648,45.71
2014,900,77.882,86.3,2.34338368,4.708,342.5
2014,1000,81.122,81.2,4.60048864,9.834,345.5
2014,1100,82.742,79,4.73057728,10.165,335.3
2014,1200,84.362,77.5,3.3103312,6.924,19.07
2014,1300,86.162,74.6,3.52401632,7.468,4
2014,1400,86.324,75.3,3.766312,7.903,359.2
2014,1500,88.826,71.1,4.0323008,4.428,18.15
2014,1600,89.456,70.4,3.12749184,6.561,340.3
2014,1700,88.898,72.3,3.06937664,6.341,1.678
2014,1800,88.574,71.5,3.01394368,6.38,9.65
2014,1900,86.108,79.6,2.66569952,5.77,22.39
2014,2000,82.85,89.6,1.7255744,3.683,25.42
2014,2100,81.302,93,2.9079952,6.306,19.21
2014,2200,79.808,94.4,2.3111968,5.038,19.39
2014,2300,78.746,95.2,1.9915632,4.321,21.52
2014,2400,78.296,96.4,1.95177664,4.234,19.68
2014,100,79.646,88.4,1.88159136,4.09,11.03
2014,200,79.178,84.1,1.30580384,2.589,22.72
2014,300,77.846,85.2,0.99421696,1.94,27.98
2014,400,75.848,86.7,1.4819376,3.006,32.86
2014,500,74.462,87.1,1.71618656,3.732,8.85
2014,600,70.772,84.2,1.28881632,2.789,16.09
2014,700,71.942,75.8,1.6384016,3.479,357.4
2014,800,74.57,71.5,2.13595712,4.556,43.7
2014,900,78.296,66.21,1.94372992,4.016,45.13
2014,1000,77.324,69.76,2.00676256,3.965,62.75
2014,1100,77.378,71.6,2.83289248,5.855,63.09
2014,1200,79.25,71.3,3.11229248,6.474,55.47
2014,1300,80.816,69.61,2.41535712,4.863,58.38
2014,1400,80.906,67.01,2.3983696,4.715,76.5
2014,1500,77.342,75.2,2.68581632,5.622,72.1
2014,1600,78.962,72.2,2.95001696,6.198,59.53
2014,1700,80.42,67.5,3.1672784,6.854,72.7
2014,1800,80.564,66.01,2.89816032,6.27,74.5
2014,1900,78.08,67.49,2.00586848,4.402,79.3
2014,2000,74.804,75.7,1.542288,3.412,73.7
2014,2100,71.384,80.3,1.66343584,3.66,81.7
2014,2200,68.324,87.3,1.53915872,3.266,86.5
2014,2300,66.65,86.6,1.329944,2.838,135.7
2014,2400,64.94,87.5,1.4238224,2.735,120.6
2014,100,63.5,89.1,1.609344,3.306,146.3
2014,200,62.42,88.3,1.93255392,4.283,136.6
2014,300,62.492,86.3,2.32103168,5.098,139
2014,400,60.782,89.5,2.00363328,4.352,159.7
2014,500,59.612,90.8,2.44352064,5.36,158.9
2014,600,59.486,90.8,3.22360544,7.078,156.2
2014,700,62.348,87.5,2.8901136,6.312,160.7
2014,800,66.524,79.7,2.50029472,2.905,132.7
2014,900,69.908,69.11,3.91428224,6.754,121.5
2014,1000,72.536,65.54,7.029704,15.382,175.1
2014,1100,74.624,60.36,8.39138784,18.368,181.9
2014,1200,75.902,59.64,8.67168192,18.995,177.9
2014,1300,76.91,55.77,6.91257952,14.896,160.6
2014,1400,78.404,53.4,7.00154048,15.241,139.5
2014,1500,79.43,51.61,8.5518752,18.547,162.4
2014,1600,79.358,51.52,7.800848,17.024,159.8
2014,1700,79.07,51.95,6.6452496,13.951,138.9
2014,1800,77.954,53.47,7.10972416,15.483,116.7
2014,1900,75.506,62.95,7.71054592,16.845,133.7
2014,2000,70.664,79.5,7.41996992,16.285,146.3
2014,2100,68.144,80,6.96756544,15.277,159.2
2014,2200,66.794,80.4,6.75745664,14.833,167.1
2014,2300,65.804,81.4,7.2800464,15.626,190.1
2014,2400,65.426,81.5,12.13668896,26.768,193.9
2014,100,63.68,87.1,8.37127104,18.278,206.8
2014,200,63.68,86.9,6.75209216,14.795,210.4
2014,300,63.662,88.4,7.35023168,16.128,207
2014,400,61.988,93.4,5.72792352,12.546,193.1
2014,500,61.142,96.3,2.47526048,1.658,139.5
2014,600,61.538,96.1,2.75063712,5.862,73.7
2014,700,61.736,95.7,4.28666656,9.274,93
2014,800,62.618,94.5,5.09312672,11.003,116.9
2014,900,64.724,90.1,4.59512416,9.93,117.9
2014,1000,68.144,82.9,5.39040832,11.666,129.7
2014,1100,73.544,69.27,5.28803616,11.469,144.6
2014,1200,76.172,64.98,3.56201472,7.616,149.3
2014,1300,78.854,62.98,2.078736,3.857,153.5
2014,1400,79.898,62.12,1.31385056,1.454,45.45
2014,1500,80.168,60.84,1.61023808,2.93,12.17
2014,1600,80.24,60.66,2.04789024,4.2,29.04
2014,1700,79.232,62.26,1.9848576,4.059,78.1
2014,1800,76.496,68.85,1.72736256,3.568,68.89
2014,1900,74.642,69.59,1.7523968,3.846,59.95
2014,2000,72.968,71.6,1.04026208,2.256,64.49
2014,2100,71.798,72.8,1.19180864,2.359,44.07
2014,2200,71.438,73.2,1.195832,2.164,53.6
2014,2300,71.852,72.3,1.48506688,3.078,45.73
2014,2400,72.374,76.6,1.27764032,2.692,63.25
2014,100,74.714,72.9,1.1935968,2.197,81
2014,200,73.49,77.6,1.58207456,2.843,75.4
2014,300,75.452,73.5,1.90081408,4.104,61.36
2014,400,75.038,78.9,1.475232,2.843,173.7
2014,500,71.78,88.2,1.53513536,3.174,143.7
2014,600,70.61,92.3,0.9745472,1.167,95.4
2014,700,69.476,88.4,1.9826224,3.371,300.4
2014,800,69.8,84.4,1.29775712,1.942,49.93
2014,900,73.85,81.6,3.2544512,6.998,144.2
2014,1000,76.172,80.1,4.05733504,8.776,135.3
2014,1100,77.54,77.4,3.76497088,7.558,109.4
2014,1200,80.078,75.4,4.54818496,9.838,53.11
2014,1300,82.112,72.7,3.2656272,4.361,44.77
2014,1400,84.056,69.31,3.39169248,7.186,87.7
2014,1500,84.722,69.84,2.75287232,5.645,102.5
2014,1600,84.974,70.5,1.95445888,3.698,81.2
2014,1700,84.596,70.9,1.8194528,3.739,48.35
2014,1800,83.534,73.5,2.1547328,4.572,11.16
2014,1900,81.32,80.3,2.52667008,5.43,8.13
2014,2000,78.854,87.5,1.94149472,4.209,345.6
2014,2100,76.568,90.4,1.5780512,3.438,332.8
2014,2200,75.182,92.9,2.01257408,4.428,322.2
2014,2300,74.048,93.4,1.8976848,4.148,300.6
2014,2400,73.148,94.2,1.98888096,4.328,293.4
2014,100,72.338,96,2.61652512,5.607,308.8
2014,200,72.212,94.8,3.07518816,6.711,326.6
2014,300,71.798,95.6,2.41446304,4.722,290.3
2014,400,70.52,97,2.3223728,4.986,284.6
2014,500,69.89,98.1,2.5525984,5.466,281.1
2014,600,69.386,98.4,2.96923968,6.498,310.3
2014,700,69.584,98.6,3.26160384,7.134,296.3
2014,800,74.03,92.1,4.19457632,9.063,302.1
2014,900,77.036,86.5,5.13783072,11.077,313.7
2014,1000,79.124,79.4,5.90405728,12.851,318
2014,1100,79.286,78.6,6.26034816,13.539,322.5
2014,1200,76.532,85.8,6.32874528,13.729,321.4
2014,1300,74.102,94.6,6.36182624,13.72,322.8
2014,1400,78.26,88.3,6.37881376,13.63,330.1
2014,1500,81.23,77,5.4114192,11.525,337.5
2014,1600,82.364,73.6,5.23617952,11.108,339.8
2014,1700,82.256,73.1,4.90492288,10.485,343.5
2014,1800,81.86,74.8,4.46995296,9.572,345.9
2014,1900,79.79,77.1,4.034536,8.687,353
2014,2000,76.766,83.8,3.207512,6.926,3.047
2014,2100,73.796,89.4,2.9549344,6.397,357.9
2014,2200,72.932,92.2,2.0139152,4.24,334.6
2014,2300,70.034,95.2,2.6285952,5.759,323
2014,2400,67.928,96.3,2.55528064,5.544,307.2
2014,100,66.686,89.1,2.72068544,5.943,318.5
2014,200,64.292,86.7,2.77477728,6.021,332.5
2014,300,61.43,88.4,2.16277952,4.641,343.9
2014,400,59.846,89.3,1.86236864,3.918,333
2014,500,59.594,86.7,2.35724192,5.172,310.8
2014,600,59.756,84.2,2.75063712,5.992,307.2
2014,700,61.826,81.9,2.8118816,6.142,318.8
2014,800,65.156,76.4,2.94107616,6.234,332.2
2014,900,67.892,70.3,3.49898208,7.473,339.5
2014,1000,69.656,65.41,3.5450272,7.533,344.6
2014,1100,71.438,62.46,3.82040384,8.071,337.9
2014,1200,72.662,60.63,3.47171264,7.323,333.9
2014,1300,73.634,58.2,3.29960224,6.83,334.8
2014,1400,74.606,57.01,3.10603392,6.467,326.5
2014,1500,75.344,57.38,3.0309312,6.27,332.5
2014,1600,75.434,56.4,3.14626752,6.451,329.2
2014,1700,74.822,56.66,3.3505648,7.029,319.6
2014,1800,73.904,58.19,2.73767296,5.815,328.6
2014,1900,71.852,62.57,2.66569952,5.806,321.7
2014,2000,67.496,72.5,1.80425344,3.895,336.3
2014,2100,63.05,80.4,1.81855872,4.007,325.9
2014,2200,59.738,88.6,1.51591264,3.217,350.4
2014,2300,58.388,90.7,1.72915072,3.759,0.064
2014,2400,56.948,93.5,1.66343584,3.606,3.795
2014,100,57.866,92.9,1.25662944,2.213,6.689
2014,200,58.802,91.8,0.64194944,0.847,74.8
2014,300,58.514,93.3,1.4618208,2.928,337.6
2014,400,57.326,94.9,1.73853856,3.792,335.3
2014,500,55.508,98,1.9535648,4.287,327
2014,600,55.616,98,2.0697952,4.574,300.7
2014,700,56.984,97,1.48998432,3.158,325.3
2014,800,61.124,87.8,1.53692352,3.111,358.5
2014,900,64.706,76.7,1.35184896,2.417,22.92
2014,1000,67.172,67.85,1.19046752,1.96,14.39
2014,1100,68.9,63.31,1.58833312,2.171,318.3
2014,1200,68.9,64.45,2.36439456,4.518,296.5
2014,1300,71.564,59.92,2.94197024,5.672,323.9
2014,1400,72.104,57.49,2.50252992,4.937,323.8
2014,1500,73.166,56.5,2.52756416,4.968,344.4
2014,1600,73.742,53.71,2.6554176,5.354,337.2
2014,1700,73.778,53.22,2.39032288,4.89,7.07
2014,1800,72.302,56.85,2.02375008,4.281,7.44
2014,1900,71.06,59.28,1.33262624,2.887,4.693
2014,2000,66.794,71.2,0.84803488,1.732,33.81
2014,2100,63.644,77.2,0.8002016,0.676,187.2
2014,2200,61.358,83.9,1.10552992,2.157,276.1
2014,2300,59.72,83,1.00941632,2.124,261.3
2014,2400,58.442,85.8,2.01078592,4.487,289.3
2014,100,57.362,88.8,1.84538112,3.927,314.5
2014,200,58.352,87,1.531112,3.311,325.8
2014,300,56.48,91.4,1.75731424,3.792,310.7
2014,400,55.868,93.2,2.1077936,4.556,316.3
2014,500,54.644,95.3,2.05280768,4.509,301.3
2014,600,52.772,97,1.70054016,3.736,321.3
2014,700,56.894,93.9,1.20566688,2.565,314.9
2014,800,61.196,88.2,1.67818816,3.595,326.2
2014,900,66.488,72.4,1.8283936,3.788,346.6
2014,1000,67.568,67.21,1.7121632,3.212,341
2014,1100,68.954,67.59,1.44080992,1.788,299.4
2014,1200,70.358,62,1.55301696,1.214,344.4
2014,1300,72.446,54.26,2.07471264,3.14,316.8
2014,1400,73.526,52.28,1.74256192,2.652,33.72
2014,1500,73.04,54.4,1.80335936,2.531,51.18
2014,1600,73.436,52.43,1.42516352,2.05,94.3
2014,1700,73.292,54.71,1.73049184,1.98,41.04
2014,1800,72.95,53.84,1.2114784,2.435,65.84
2014,1900,71.582,59.5,1.42784576,3.149,64.3
2014,2000,67.694,68.97,1.04964992,2.213,72.1
2014,2100,65.426,73,1.0706608,2.267,85.7
2014,2200,63.914,77.5,1.1466576,2.424,160.8
2014,2300,61.754,82.4,0.97052384,0.943,121.7
2014,2400,58.784,92,1.14039904,2.48,187.2
2014,100,58.064,91.6,1.38492992,2.652,170.2
2014,200,57.002,93.2,1.4059408,2.887,201.5
2014,300,56.822,92.8,1.14978688,1.568,128.3
2014,400,56.696,90.7,1.3008864,2.843,175.3
2014,500,55.616,91,1.42516352,3.042,164.3
2014,600,54.482,94.4,1.58207456,3.432,152.7
2014,700,57.56,92.2,1.76044352,3.821,180.6
2014,800,62.258,85,1.75418496,3.537,181.1
2014,900,68.756,72.2,1.43991584,1.434,123
2014,1000,72.032,61.48,1.56508704,2.704,85.2
2014,1100,73.49,53.84,2.21910656,4.467,147.1
2014,1200,74.588,53.96,2.43949728,5.107,124.1
2014,1300,75.848,51.77,2.45335552,5.121,109
2014,1400,76.802,49.92,3.14537344,6.718,91.7
2014,1500,76.82,47.47,5.2661312,11.487,70.9
2014,1600,77.144,46.8,5.21516864,11.46,75.7
2014,1700,77.36,46.61,3.90221216,8.465,92.3
2014,1800,75.74,51.44,2.69967456,5.728,92.6
2014,1900,73.238,60.05,1.76536096,3.732,69.6
2014,2000,69.908,66.39,1.82347616,3.989,59.98
2014,2100,68.198,64.4,1.71842176,3.73,67.31
2014,2200,66.452,68.53,1.72646848,3.777,65.18
2014,2300,63.464,76.7,1.53290016,3.239,46.11
2014,2400,61.538,82.7,1.65941248,3.631,29.76
2014,100,58.064,92,0.91822016,0.39,356.7
2014,200,57.38,92,1.07468416,2.278,80.6
2014,300,56.768,93.6,1.329944,2.435,118
2014,400,56.678,92.2,0.71213472,0.605,80.9
2014,500,56.264,94.2,1.4439392,2.943,43.12
2014,600,55.886,94.8,1.13861088,2.144,82.7
2014,700,56.714,95.6,1.02953312,2.173,339
2014,800,58.01,97.2,0.92447872,1.158,51.81
2014,900,60.548,96.2,1.26378208,2.433,205.2
2014,1000,65.912,86.9,1.25260608,2.034,222.9
2014,1100,70.358,77.5,1.35274304,1.1,165.3
2014,1200,73.76,67.34,1.53290016,1.682,87.5
2014,1300,75.704,62.4,1.67550592,2.318,135.8
2014,1400,76.766,63.88,1.35274304,1.245,159.5
2014,1500,76.406,69.62,1.65538912,2.596,172.9
2014,1600,74.246,70.5,1.90260224,3.732,140
2014,1700,75.236,67.69,1.71931584,3.338,163.3
2014,1800,74.21,70.3,1.2695936,2.659,142.5
2014,1900,71.996,80.2,1.3567664,2.959,125.6
2014,2000,68.486,86.7,1.28166368,2.8,88
2014,2100,65.624,89.5,1.37867136,3.02,80.9
2014,2200,64.058,90.7,1.35766048,2.659,124.6
2014,2300,63.194,91.6,1.4439392,2.793,147
2014,2400,62.204,94.4,1.35184896,2.659,162.8
2014,100,61.844,94,1.028192,1.913,197.3
2014,200,60.818,95.8,1.4327632,2.589,299.4
2014,300,60.08,94,1.03534464,1.761,222.2
2014,400,59.036,95.7,1.48909024,2.977,129
2014,500,57.956,97.5,1.98888096,4.296,177.8
2014,600,58.604,97.5,1.87935616,4.012,170.2
2014,700,59.324,96.2,0.7309104,0.907,218.8
2014,800,64.256,89,1.52619456,3.158,176.7
2014,900,68.756,79.7,2.16099136,4.646,177.8
2014,1000,72.428,71.2,3.25132192,6.931,184
2014,1100,74.768,65.94,3.17219584,6.644,173.6
2014,1200,76.802,61.68,3.76810016,8.039,159
2014,1300,78.044,58.16,4.12260288,8.772,155.5
2014,1400,78.296,56.12,4.30767744,9.298,171.1
2014,1500,79.466,52.84,4.26073824,9.137,169.9
2014,1600,79.466,52.54,3.85840224,8.239,166.9
2014,1700,78.584,56.05,3.55486208,7.715,161.7
2014,1800,77.918,59.1,3.02735488,6.606,153.2
2014,1900,76.226,66.72,2.45246144,5.392,142.6
2014,2000,72.77,74,1.99692768,4.305,129.6
2014,2100,69.764,75.7,1.7523968,3.506,147.2
2014,2200,68.468,77.3,2.77969472,0.461,210
2014,2300,66.218,83,4.83563168,8.646,195.6
2014,2400,64.508,87.2,1.72736256,2.975,107.7
2014,700,64.328,90.8,1.47880832,3.127,6.796
2014,600,63.338,93.6,1.43991584,3.102,16.91
2014,2100,72.176,84.4,1.34290816,2.941,21.31
2014,500,63.32,95.3,1.09345984,1.783,32.35
2014,1200,68.99,95.5,3.07518816,6.617,37.35
2014,1100,68.828,97,2.9661104,6.404,38.45
2014,500,65.282,96.8,2.17216736,4.702,40.42
2014,600,64.814,98.3,1.94775328,4.153,40.44
2014,1400,70.754,91.8,3.11944512,6.749,41.84
2014,1500,69.854,93.7,2.86597344,6.238,43.01
2014,1300,70.106,93.3,3.18918336,6.931,45.1
2014,1800,67.892,98.9,2.65050016,5.788,48.91
2014,1900,67.37,98.4,2.33623104,5.116,49.25
2014,1600,69.548,95,3.06535328,6.637,50.49
2014,300,65.282,92.6,1.49803104,3.293,52.56
2014,400,66.254,99.4,2.89279584,6.337,53.1
2014,1000,67.244,99,3.42253824,7.428,53.1
2014,2400,69.854,89.1,2.46229632,5.105,53.36
2014,900,66.794,99.3,2.78461216,5.967,54.86
2014,1700,68.63,98.2,2.9191712,6.391,55.02
2014,200,66.596,88.7,1.36168384,2.668,55.66
2014,2200,70.808,85.6,0.87128096,1.624,55.82
2014,2300,69.962,89,2.12969856,4.489,56.99
2014,400,64.67,91.4,1.66343584,3.615,57.04
2014,500,66.254,99.5,3.28842624,7.224,58.34
2014,400,65.588,96.2,2.4855424,5.28,60.35
2014,600,66.29,99.4,3.475736,7.614,60.4
2014,1600,78.872,74.3,4.62552288,10.096,61.52
2014,300,66.596,99.3,3.17219584,6.964,62.52
2014,1500,78.35,74.1,3.75021856,8.082,65.36
2014,700,66.29,99.3,4.11768544,9.016,66.91
2014,300,66.254,95.6,3.30630784,7.188,66.93
2014,2000,66.812,98.5,3.20348864,6.987,67.33
2014,2000,73.742,90.5,4.00726656,8.83,68.86
2014,800,66.488,99.6,3.37157568,7.385,70.1
2014,200,62.564,92.9,1.70411648,3.468,70.9
2014,100,66.38,84.4,1.18644416,2.309,73.9
2014,1600,74.966,82.2,3.75334784,8.254,74.7
2014,300,61.646,94.5,2.57763264,5.548,75
2014,1700,79.592,73.2,4.66843872,10.21,75.3
2014,100,68.63,91.2,3.00232064,6.42,75.6
2014,1900,74.696,88.3,3.88745984,8.559,76.2
2014,2000,73.436,75.4,1.3366496,2.961,76.5
2014,1100,74.876,73.6,3.56469696,7.719,76.7
2014,2100,66.398,98.7,3.82040384,8.364,78
2014,1800,76.244,82.7,4.75471744,10.443,78.5
2014,1100,77.99,75.1,3.02333152,6.579,78.7
2014,200,67.01,99,3.69791488,8.073,78.7
2014,1200,77.036,70.9,3.20125344,6.933,78.8
2014,2300,67.82,98,3.5606736,7.78,79.8
2014,1000,76.172,80,2.45156736,5.311,80.4
2014,2200,66.164,98.5,3.37246976,7.405,80.6
2014,100,67.136,98.8,3.28842624,7.235,81.5
2014,2400,67.226,97.7,3.29334368,7.197,82.4
2014,2300,65.876,98.5,2.58031488,5.526,82.8
2014,1700,80.51,60,2.46140224,5.333,83.4
2014,1900,70.736,90.6,4.05733504,8.9,83.4
2014,1500,75.596,81.1,3.79000512,8.337,83.6
2014,1400,78.476,71.4,3.27546208,6.908,83.7
2014,600,66.056,99.8,1.80246528,3.698,84.7
2014,2200,68.072,96.7,3.15252608,6.805,84.8
2014,100,64.076,90.3,1.8976848,4.052,85
2014,2100,68.756,92.6,3.91428224,8.588,85.3
2014,1800,72.248,87.7,3.6858448,8.104,85.4
2014,2000,69.584,91.7,3.97239744,8.723,85.4
2014,2100,72.32,92.4,4.70822528,10.291,85.9
2014,1200,76.424,78.4,3.49764096,7.526,86.2
2014,1700,74.3,84,3.26428608,7.128,86.8
2014,1900,77.342,66.28,1.7792192,3.871,86.9
2014,200,67.514,93.1,3.30049632,6.948,87.6
2014,2200,71.006,92.3,3.6590224,7.968,88
2014,2100,69.098,95.2,2.5794208,5.672,88.3
2014,1800,79.592,61.12,2.76985984,5.947,88.6
2014,1900,67.91,98.7,2.51951744,5.492,89.2
2014,900,73.328,88.3,2.38629952,4.988,89.6
2014,1400,75.236,81.1,3.66483392,7.93,90.7
2014,2400,69.656,93.1,4.8906176,10.685,93
2014,800,69.35,95.3,1.60800288,3.468,93.1
2014,2200,70.682,82.7,2.08678272,4.576,93.5
2014,700,66.578,97.9,1.45779744,3.051,93.6
2014,1500,80.96,58.14,3.21019424,6.619,93.9
2014,2000,67.424,99.3,2.17797888,4.778,94.2
2014,100,69.458,93.4,3.49495872,7.515,94.7
2014,1600,80.942,60,3.062224,6.337,95.4
2014,600,66.956,99.2,4.995672,10.938,96.9
2014,2000,70.628,91.9,1.55033472,3.214,97.1
2014,1300,78.8,68.68,2.2061424,4.601,97.4
2014,1400,80.366,60.32,2.85390336,5.914,97.5
2014,1300,77.522,74.8,3.32061312,7.09,97.8
2014,2100,66.92,99.6,2.51549408,5.492,98.4
2014,200,68.234,95.3,2.5995376,5.463,98.5
2014,2200,69.53,94.2,3.00813216,6.565,98.9
2014,2100,71.294,79.9,1.96071744,4.267,99.5
2014,1300,72.77,86.8,3.46187776,7.508,100.5
2014,400,67.172,96.8,3.60582464,7.847,103.3
2014,300,67.37,96.6,3.54100384,7.67,104.9
2014,1000,72.356,76.6,1.68042336,3.378,105.5
2014,2400,67.244,85,1.1757152,2.155,106.4
2014,2400,65.498,99.1,2.77969472,6.061,107.5
2014,500,67.136,97.9,4.15657792,9.068,107.9
2014,1200,71.132,91.1,3.49182944,7.549,108.6
2014,2300,70.088,94.6,2.91380672,6.274,112.4
2014,700,66.236,0,1.888744,3.978,112.5
2014,1800,68.144,98.3,1.69115232,3.586,115.5
2014,2300,64.238,97,2.68849856,5.557,115.5
2014,1600,68.558,97.1,2.64155936,5.513,115.8
2014,100,64.85,99.1,2.91291264,6.346,116.6
2014,200,64.598,98.7,2.71666208,5.945,118.5
2014,1100,69.926,94.7,3.44757248,7.47,119.6
2014,600,59.27,98.5,1.69115232,3.378,121.4
2014,2300,67.334,77.9,1.11044736,2.034,121.9
2014,800,67.442,99.6,2.86195008,5.3,123.5
2014,1300,79.394,62.27,2.49850656,4.814,124.9
2014,1000,65.75,97.3,3.30273152,7.166,125.5
2014,700,63.122,93.6,1.97859904,3.951,127.1
2014,600,64.508,99,3.04031904,6.639,127.3
2014,1700,68.18,98.2,2.40015776,5.143,128.1
2014,400,60.782,95.9,2.42116864,5.141,128.3
2014,1900,73.22,86.5,1.7233392,3.306,128.3
2014,300,64.508,98.8,3.23925184,7.074,129.8
2014,500,64.436,99.2,2.95225216,6.453,130.6
2014,400,64.472,98.8,2.94688768,6.427,131.2
2014,1100,65.678,98.3,3.60805984,7.871,131.9
2014,1200,67.262,97.6,3.74708928,8.14,132
2014,700,66.938,99.5,3.6411408,6.946,132.8
2014,1500,68.072,97.9,2.78371808,5.965,134.8
2014,700,64.31,98.7,2.838704,6.196,135.2
2014,1400,67.928,97.8,3.03495456,6.541,135.6
2014,800,64.526,98.4,3.1583376,6.901,136.1
2014,1300,68.162,96.4,3.74306592,8.091,136.3
2014,1000,68.504,97.1,3.1002224,6.736,137.3
2014,1700,73.814,83.4,2.91604192,6.337,138.8
2014,1200,78.35,64.71,2.44039136,4.688,139
2014,900,67.946,99.3,3.75021856,8.16,140.7
2014,300,66.596,99.9,3.65499904,7.992,141.3
2014,2400,63.986,98.9,2.68045184,5.864,141.3
2014,1100,76.712,69.95,3.03718976,6.415,141.4
2014,900,64.976,99.1,2.95806368,6.456,142.7
2014,800,67.316,87.3,3.4265616,7.417,143.2
2014,800,66.47,0,3.35771744,7.323,144.2
2014,1000,67.388,99.4,4.43418976,9.634,145.2
2014,100,66.794,0,5.02607072,10.974,146.6
2014,900,66.866,0,3.7059616,8.06,148.4
2014,500,59.576,97.1,2.07292448,4.424,152
2014,200,66.758,99.9,4.14450784,9.052,152.6
2014,1100,68.432,96.9,4.24285664,9.139,153.9
2014,2200,66.65,99.8,3.35145888,5.029,154.4
2014,1600,73.904,83.1,3.37246976,7.365,155.7
2014,1500,73.148,84.6,3.65589312,7.952,156.5
2014,1400,72.446,87.4,4.11768544,8.931,157
2014,1000,74.714,74.6,3.4667952,7.354,157.8
2014,1500,81.122,65.43,1.49892512,2.408,159.7
2014,1800,73.418,85.5,1.609344,3.331,162.4
2014,2400,66.704,0,3.1203392,6.509,162.7
2014,900,69.908,85.1,3.85616704,8.36,162.8
2014,1300,71.222,90.2,4.14048448,8.922,163.5
2014,1200,69.692,93.7,4.13780224,8.944,169.5
2014,1600,81.158,64.9,1.82034688,3.553,169.6
2014,400,66.416,99.6,2.37735872,5.074,179
2014,1700,79.88,66.11,1.78860704,3.297,196.5
2014,500,66.2,99.6,1.44706848,1.734,197.8
2014,2300,66.56,99.9,2.12388704,3.179,204.7
2014,900,69.134,80.8,1.34380224,1.606,229.5
2014,1400,80.366,66.17,1.15962176,1.705,231.9
2014,1800,79.844,64.19,2.02687936,4.33,237.1
2014,1900,77.846,72,1.1757152,2.287,286.2
2014,800,67.172,83.3,2.03090272,4.408,290.3
2014,2000,74.228,82.7,1.20074944,2.37,352.5
2014,100,65.768,96.9,2.65675872,5.777,148.7
2014,200,66.902,97.5,1.9155664,4.11,151.7
2014,300,67.046,97.3,1.23561856,2.041,173.7
2014,400,66.866,98.3,0.83015328,1.519,51.91
2014,500,66.614,98.8,1.04428544,1.987,128.9
2014,600,65.948,99.1,0.83015328,0.979,136.3
2014,700,66.578,99.4,0.51275488,0.412,216.1
2014,800,67.874,97.8,0.8560816,1.763,227.1
2014,900,69.44,93.7,1.3500608,2.558,307.2
